model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
GBM_grid_1_AutoML_1_20250818_202836_model_46,1.0,0.0206062964976152,1.0,0.0,0.0833960424391723,0.0069548998945162
GBM_grid_1_AutoML_1_20250818_202836_model_1,1.0,0.0291045152921939,1.0,0.0,0.1050561760267438,0.0110368001213621
XGBoost_grid_1_AutoML_1_20250818_202836_model_182,1.0,0.1555853516552141,1.0,0.0,0.1727163943662206,0.0298309528828678
DeepLearning_grid_1_AutoML_1_20250818_202836_model_8,1.0,0.5950975499221477,1.0,0.0,0.4772016182729835,0.2277213844823543
DeepLearning_1_AutoML_1_20250818_202836,1.0,0.2498943839012117,1.0,0.0,0.2672888117234741,0.0714433088725467
XGBoost_grid_1_AutoML_1_20250818_202836_model_35,1.0,0.1924623050684294,1.0,0.0,0.1845140617168264,0.0340454389712408
DeepLearning_grid_1_AutoML_1_20250818_202836_model_14,1.0,0.1475167547556146,1.0,0.0,0.193458792119661,0.0374263042483982
XGBoost_grid_1_AutoML_1_20250818_202836_model_11,1.0,0.1712946077001866,1.0,0.0,0.1638379284069576,0.0268428667846833
DeepLearning_grid_1_AutoML_1_20250818_202836_model_38,1.0,0.0113307527694781,1.0,0.0,0.0519913811027228,0.0027031037089685
DeepLearning_grid_1_AutoML_1_20250818_202836_model_3,1.0,0.0581193094638163,1.0,0.0,0.1408512437529245,0.0198390728667457
GBM_grid_1_AutoML_1_20250818_202836_model_8,1.0,0.0162988446603631,1.0,0.0,0.0698487295793569,0.0048788450238501
XGBoost_grid_1_AutoML_1_20250818_202836_model_140,1.0,0.1312754577259718,1.0,0.0,0.1442453174353387,0.0208067116020216
DeepLearning_grid_1_AutoML_1_20250818_202836_model_9,1.0,0.0058571690657325,1.0,0.0,0.0288425995807479,0.0008318955505753632
DeepLearning_grid_3_AutoML_1_20250818_202836_model_10,1.0,0.1401454683208595,1.0,0.0,0.1975746093915773,0.0390357262762343
XGBoost_grid_1_AutoML_1_20250818_202836_model_106,1.0,0.1240265069435468,1.0,0.0,0.1207238466048514,0.0145742471390717
GBM_grid_1_AutoML_1_20250818_202836_model_2,1.0,0.002204683720975,1.0,0.0,0.0114815265822865,0.00013182545265975272
XGBoost_grid_1_AutoML_1_20250818_202836_model_145,1.0,0.1127779127593258,1.0,0.0,0.1146758133525591,0.0131505421680709
XGBoost_grid_1_AutoML_1_20250818_202836_model_157,1.0,0.1288131540201711,1.0,0.0,0.1499572736154676,0.0224871839101842
DeepLearning_grid_1_AutoML_1_20250818_202836_model_21,1.0,0.0812893358774633,1.0,0.0,0.1213390845096192,0.0147231734296325
XGBoost_grid_1_AutoML_1_20250818_202836_model_56,1.0,0.1588360271636854,1.0,0.0,0.1619307712992917,0.0262215746935835
GBM_grid_1_AutoML_1_20250818_202836_model_45,1.0,0.0042890685783165,1.0,0.0,0.0217118068213681,0.0004714025554484082
GBM_grid_1_AutoML_1_20250818_202836_model_21,1.0,0.0148610344716504,1.0,0.0,0.0648495423367708,0.0042054631412886
XGBoost_grid_1_AutoML_1_20250818_202836_model_95,1.0,0.1726652946206284,1.0,0.0,0.1684366948336434,0.0283709201664819
XGBoost_grid_1_AutoML_1_20250818_202836_model_133,1.0,0.1414222781363422,1.0,0.0,0.1640155928319642,0.0269011146920206
XGBoost_grid_1_AutoML_1_20250818_202836_model_66,1.0,0.1800323816670304,1.0,0.0,0.171145554327122,0.0292908007659378
DeepLearning_grid_1_AutoML_1_20250818_202836_model_15,1.0,0.1281349458520554,1.0,0.0,0.1920540376328826,0.0368847533710927
DeepLearning_grid_2_AutoML_1_20250818_202836_model_13,1.0,0.2639594224025188,1.0,0.0,0.2579335645410909,0.0665297237168731
GBM_grid_1_AutoML_1_20250818_202836_model_70,1.0,0.0377017844968082,1.0,0.0,0.1234189902512984,0.01523224715465
XGBoost_grid_1_AutoML_1_20250818_202836_model_69,1.0,0.0994468869069175,1.0,0.0,0.0980893983191542,0.0096215300626137
DRF_1_AutoML_1_20250818_202836,1.0,0.0206150689915731,1.0,0.0,0.0835629021796733,0.0069827586206896
XGBoost_grid_1_AutoML_1_20250818_202836_model_156,1.0,0.1606074594312996,1.0,0.0,0.1529094884816119,0.0233813116677082
XGBoost_grid_1_AutoML_1_20250818_202836_model_160,1.0,0.1279869096680933,1.0,0.0,0.1301368961210716,0.0169356117320265
GBM_grid_1_AutoML_1_20250818_202836_model_78,1.0,0.0333545990703117,1.0,0.0,0.1096738381418158,0.0120283507727572
GBM_grid_1_AutoML_1_20250818_202836_model_76,1.0,0.0428401019135682,1.0,0.0,0.1295993827202335,0.0167960000014655
XGBoost_grid_1_AutoML_1_20250818_202836_model_175,1.0,0.1465859098281888,1.0,0.0,0.1572097460324335,0.0247149042475822
XGBoost_grid_1_AutoML_1_20250818_202836_model_74,1.0,0.139788567232403,1.0,0.0,0.1607406818747243,0.0258375668095513
XGBoost_grid_1_AutoML_1_20250818_202836_model_132,1.0,0.1073687991304083,1.0,0.0,0.1070524011464879,0.0114602165912285
GBM_grid_1_AutoML_1_20250818_202836_model_87,1.0,0.021198767302982,1.0,0.0,0.0842642786888746,0.0071004686629563
StackedEnsemble_AllModels_2_AutoML_1_20250818_202836,1.0,0.0281270187185774,1.0,0.0,0.0859337184499083,0.0073846039666281
DeepLearning_grid_1_AutoML_1_20250818_202836_model_11,1.0,0.0557294276258021,1.0,0.0,0.1287318674361573,0.0165718936936003
GBM_5_AutoML_1_20250818_202836,1.0,0.0004757699790391217,1.0,0.0,0.0025444988193377,6.474474241611151e-06
GBM_grid_1_AutoML_1_20250818_202836_model_17,1.0,0.005419540121471,1.0,0.0,0.0266509566954023,0.0007102734927802089
DeepLearning_grid_1_AutoML_1_20250818_202836_model_40,1.0,0.2550754423683718,1.0,0.0,0.2793154063492283,0.0780170962240345
GBM_grid_1_AutoML_1_20250818_202836_model_44,1.0,0.0067666012372718,1.0,0.0,0.0327484993092961,0.0010724642070109
XGBoost_grid_1_AutoML_1_20250818_202836_model_34,1.0,0.0865332189812201,1.0,0.0,0.086233892420003,0.0074362842019046
DeepLearning_grid_1_AutoML_1_20250818_202836_model_45,1.0,0.0905627890816323,1.0,0.0,0.1675518095976585,0.02807360889945
DeepLearning_grid_1_AutoML_1_20250818_202836_model_20,1.0,0.108912722899758,1.0,0.0,0.1982205670782256,0.0392913932128133
DeepLearning_grid_1_AutoML_1_20250818_202836_model_2,1.0,0.0476938700878809,1.0,0.0,0.119938690225354,0.0143852894129734
XGBoost_grid_1_AutoML_1_20250818_202836_model_47,1.0,0.1396194210934496,1.0,0.0,0.1486856806609347,0.0221074316336054
XGBoost_grid_1_AutoML_1_20250818_202836_model_115,1.0,0.1136280250789347,1.0,0.0,0.1103454950850339,0.0121761282855612
GBM_grid_1_AutoML_1_20250818_202836_model_58,1.0,0.0570883255060959,1.0,0.0,0.1458971291723436,0.0212859723007315
DeepLearning_grid_1_AutoML_1_20250818_202836_model_36,1.0,0.0475806963733275,1.0,0.0,0.1062333809738107,0.0112855312331268
XGBoost_grid_1_AutoML_1_20250818_202836_model_94,1.0,0.1902046685663288,1.0,0.0,0.1803932792820773,0.0325417352101415
XGBoost_grid_1_AutoML_1_20250818_202836_model_177,1.0,0.1275995924469039,1.0,0.0,0.1332396978945514,0.0177528170950313
GBM_grid_1_AutoML_1_20250818_202836_model_40,1.0,0.0127751223967546,1.0,0.0,0.0553584560873923,0.0030645586603797
GBM_grid_1_AutoML_1_20250818_202836_model_47,1.0,0.0322018087634133,1.0,0.0,0.1094321876646942,0.0119754036970808
XGBoost_grid_1_AutoML_1_20250818_202836_model_186,1.0,0.1739873767762544,1.0,0.0,0.1793130423146605,0.0321531671441392
StackedEnsemble_BestOfFamily_4_AutoML_1_20250818_202836,1.0,0.0336262916349265,1.0,0.0,0.099742368854328,0.0099485401446728
StackedEnsemble_AllModels_4_AutoML_1_20250818_202836,1.0,0.0316507675133346,1.0,0.0,0.0910248925197628,0.0082855310582343
GBM_grid_1_AutoML_1_20250818_202836_model_53,1.0,0.0389114762620121,1.0,0.0,0.1228553088984773,0.0150934269245402
XGBoost_grid_1_AutoML_1_20250818_202836_model_187,1.0,0.1454289666575789,1.0,0.0,0.1422499596627312,0.0202350510240486
XGBoost_grid_1_AutoML_1_20250818_202836_model_122,1.0,0.1258855937576148,1.0,0.0,0.1226412493100983,0.0150408760323416
DeepLearning_grid_2_AutoML_1_20250818_202836_model_9,1.0,0.3321321836180882,1.0,0.0,0.3265915351667905,0.1066620308426009
DeepLearning_grid_1_AutoML_1_20250818_202836_model_29,1.0,0.2348227250973687,1.0,0.0,0.258164851360409,0.066649090477942
GBM_grid_1_AutoML_1_20250818_202836_model_7,1.0,0.0299585898036752,1.0,0.0,0.1065076275193073,0.0113438747197915
DeepLearning_grid_1_AutoML_1_20250818_202836_model_39,1.0,0.0514623802986693,1.0,0.0,0.0959666980688064,0.0092096071382294
XGBoost_grid_1_AutoML_1_20250818_202836_model_48,1.0,0.1389180183417084,1.0,0.0,0.1464556565790122,0.0214492593439895
GBM_grid_1_AutoML_1_20250818_202836_model_63,1.0,0.0163549725143753,1.0,0.0,0.0696993113514306,0.0048579940028636
DeepLearning_grid_1_AutoML_1_20250818_202836_model_26,1.0,0.0498063093307345,1.0,0.0,0.1103244384794919,0.0121714817258151
GLM_1_AutoML_1_20250818_202836,1.0,0.0552351198313447,1.0,0.0,0.1051842197265139,0.0110637200794755
XGBoost_grid_1_AutoML_1_20250818_202836_model_86,1.0,0.1244174095415519,1.0,0.0,0.1226476694922778,0.015042450831887
GBM_grid_1_AutoML_1_20250818_202836_model_86,1.0,0.0355949542881966,1.0,0.0,0.1193980074625045,0.0142558841860162
DeepLearning_grid_2_AutoML_1_20250818_202836_model_4,0.9952380952380953,0.1243276755366608,0.995697431924162,0.0357142857142857,0.192093645952018,0.0368999688151392
StackedEnsemble_BestOfFamily_1_AutoML_1_20250818_202836,0.9952380952380953,0.0963017952673209,0.995697431924162,0.0357142857142857,0.1656975851645162,0.0274556897293521
DeepLearning_grid_3_AutoML_1_20250818_202836_model_3,0.9952380952380953,0.2965939996154778,0.995697431924162,0.0357142857142857,0.2714690393985353,0.0736954393519635
DeepLearning_grid_1_AutoML_1_20250818_202836_model_5,0.9952380952380953,0.0782083381524855,0.995697431924162,0.0357142857142857,0.153972549532668,0.0237075460095899
DeepLearning_grid_3_AutoML_1_20250818_202836_model_11,0.9904761904761904,0.4013945340388515,0.991916717091142,0.0333333333333333,0.3699418658594138,0.1368569841155445
DeepLearning_grid_2_AutoML_1_20250818_202836_model_12,0.9904761904761904,0.1920721111947602,0.991916717091142,0.0333333333333333,0.2185279555684938,0.0477544673649456
DeepLearning_grid_2_AutoML_1_20250818_202836_model_6,0.9857142857142858,0.2895434143566477,0.9861573756814505,0.0357142857142857,0.2950838852953423,0.0870744993609947
DeepLearning_grid_2_AutoML_1_20250818_202836_model_5,0.9761904761904762,0.2186806607370441,0.9809825495621296,0.069047619047619,0.2643567484915002,0.0698844904729982
DeepLearning_grid_2_AutoML_1_20250818_202836_model_7,0.9761904761904762,0.2776800255074115,0.9799631810803342,0.0666666666666666,0.2791198510826921,0.0779078912684242
DeepLearning_grid_2_AutoML_1_20250818_202836_model_1,0.961904761904762,0.2823673836167161,0.9718787981805512,0.0666666666666666,0.2807725737061075,0.0788332381455515
DeepLearning_grid_2_AutoML_1_20250818_202836_model_8,0.9571428571428572,0.3002433946502137,0.9584307099880676,0.0714285714285714,0.322433216296292,0.1039631789711714
DeepLearning_grid_3_AutoML_1_20250818_202836_model_7,0.9571428571428572,0.3322335368808796,0.9687506031276718,0.069047619047619,0.3123951021866878,0.0975906998702311
DeepLearning_grid_1_AutoML_1_20250818_202836_model_1,0.938095238095238,0.3071357111730109,0.943704676456078,0.1428571428571428,0.3210283795095093,0.1030592204505015
DeepLearning_grid_1_AutoML_1_20250818_202836_model_13,0.9142857142857144,0.5644689961729168,0.9185512306448472,0.1428571428571428,0.4367165897543982,0.1907213797667113
DeepLearning_grid_3_AutoML_1_20250818_202836_model_8,0.9,0.4130878310881463,0.9032127115003732,0.1428571428571428,0.3861244868925401,0.1490921193780274
DeepLearning_grid_1_AutoML_1_20250818_202836_model_37,0.8571428571428571,2.046250138424722,0.8976624233881183,0.1357142857142857,0.6846232270769044,0.4687089630531946
DeepLearning_grid_3_AutoML_1_20250818_202836_model_2,0.8238095238095238,0.7813821275918341,0.8682978880788285,0.2404761904761904,0.4545868260291676,0.2066491823992727
DeepLearning_grid_3_AutoML_1_20250818_202836_model_6,0.7476190476190476,0.8390327987737946,0.7942380957179787,0.2428571428571428,0.5143170969307665,0.2645220761952915
XGBoost_grid_1_AutoML_1_20250818_202836_model_134,0.5714285714285714,0.6635885167951708,0.6516624756209153,0.4285714285714285,0.4855564800902042,0.2357650953575889
XGBoost_grid_1_AutoML_1_20250818_202836_model_53,0.5714285714285714,0.6634921068568429,0.6516624756209153,0.4285714285714285,0.4855051940584757,0.2357152934577581
XGBoost_grid_1_AutoML_1_20250818_202836_model_151,0.5714285714285714,0.6634921068568429,0.6516624756209153,0.4285714285714285,0.4855051940584757,0.2357152934577581
XGBoost_grid_1_AutoML_1_20250818_202836_model_131,0.5714285714285714,0.6730774902613712,0.6516624756209153,0.4285714285714285,0.4900999518862084,0.2401979628388638
XGBoost_grid_1_AutoML_1_20250818_202836_model_116,0.5142857142857143,0.6942411290700753,0.4947112339623777,0.4285714285714285,0.5005261914739486,0.2505264683514159
XGBoost_grid_1_AutoML_1_20250818_202836_model_114,0.5142857142857143,0.6942390631880737,0.4947112339623777,0.4285714285714285,0.5005251734094189,0.2505254492165289
XGBoost_grid_1_AutoML_1_20250818_202836_model_97,0.5142857142857143,0.6941055442891195,0.4947112339623777,0.4285714285714285,0.5004629678323226,0.2504631821715363
XGBoost_grid_1_AutoML_1_20250818_202836_model_178,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_130,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_87,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_63,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_64,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_7,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_37,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_120,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_184,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_30,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_65,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_2_AutoML_1_20250818_202836,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_45,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_147,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_44,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_52,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_40,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_18,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_78,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_80,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_1_AutoML_1_20250818_202836,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_123,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_57,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_19,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_137,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_90,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_60,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_72,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_3,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
