model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
XGBoost_grid_1_AutoML_1_20250818_202836_model_128,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_89,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_155,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_169,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_159,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_104,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_42,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_33,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_46,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_101,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_31,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_55,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_50,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_21,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_82,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_188,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_135,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_149,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_96,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_92,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_189,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_93,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_124,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_41,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_73,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_17,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_119,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_129,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_28,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_181,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_190,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_100,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_127,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_118,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_158,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_168,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_98,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_13,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_142,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_170,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_84,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_67,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_154,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_49,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_162,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_29,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_111,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_22,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_58,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_71,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_83,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_39,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_91,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_12,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_176,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_9,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_24,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_68,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_4,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_112,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_26,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_23,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_61,0.5,0.6931471805599452,0.5172413793103449,0.5,0.5,0.25
XGBoost_grid_1_AutoML_1_20250818_202836_model_51,0.4428571428571429,0.6935388599832548,0.508647332251277,0.5,0.5001958004557202,0.2501958387935387
XGBoost_grid_1_AutoML_1_20250818_202836_model_167,0.4428571428571429,0.7012665569672393,0.508647332251277,0.5,0.504037099979047,0.2540533981552878
XGBoost_grid_1_AutoML_1_20250818_202836_model_138,0.4238095238095238,0.6963432184116207,0.4517005092112369,0.5,0.5015944384667588,0.251596980700783
XGBoost_grid_1_AutoML_1_20250818_202836_model_152,0.4238095238095238,0.69994438731152,0.4517005092112369,0.5,0.503378114059056,0.2533895257136519
XGBoost_grid_1_AutoML_1_20250818_202836_model_117,0.4238095238095238,0.6963432370341243,0.4517005092112369,0.5,0.5015944477308676,0.2515969899944341
XGBoost_grid_1_AutoML_1_20250818_202836_model_79,0.4238095238095238,0.69994438731152,0.4517005092112369,0.5,0.503378114059056,0.2533895257136519
XGBoost_grid_1_AutoML_1_20250818_202836_model_36,0.4238095238095238,0.6933049763166551,0.4517005092112369,0.5,0.5000788915175076,0.2500788977413792
XGBoost_grid_1_AutoML_1_20250818_202836_model_20,0.4142857142857142,0.711638943646492,0.4747992777854447,0.5,0.5091070818894862,0.259190020830028
XGBoost_grid_1_AutoML_1_20250818_202836_model_110,0.4142857142857142,0.7015492180143501,0.4747992777854447,0.5,0.5041666301119408,0.2541839909184306
XGBoost_grid_1_AutoML_1_20250818_202836_model_179,0.4047619047619048,0.6942841143855626,0.4464929412564281,0.5,0.5005681248574755,0.2505684476233291
XGBoost_grid_1_AutoML_1_20250818_202836_model_70,0.4047619047619048,0.6942267598725662,0.4431018455177824,0.5,0.500539485938176,0.2505397769832535
XGBoost_grid_1_AutoML_1_20250818_202836_model_144,0.4047619047619048,0.6998348993299109,0.4464929412564281,0.5,0.5033291741671309,0.2533402575677659
XGBoost_grid_1_AutoML_1_20250818_202836_model_194,0.3904761904761905,0.6937726301606433,0.4394307928314108,0.5,0.5003126246485646,0.2503127223827355
XGBoost_grid_1_AutoML_1_20250818_202836_model_125,0.3904761904761905,0.6993366422050996,0.4394307928314108,0.5,0.5030830615521924,0.253092566820727
XGBoost_grid_1_AutoML_1_20250818_202836_model_75,0.3904761904761905,0.69933749076434,0.4394307928314108,0.5,0.5030834823747476,0.253092990238303
XGBoost_grid_1_AutoML_1_20250818_202836_model_15,0.3904761904761905,0.7077446253286014,0.4387850387582912,0.5,0.5071623959631905,0.2572136958791239
XGBoost_grid_1_AutoML_1_20250818_202836_model_2,0.3904761904761905,0.7017016639211029,0.4387850387582912,0.5,0.5042494703187631,0.2542675283167531
XGBoost_grid_1_AutoML_1_20250818_202836_model_183,0.3904761904761905,0.6944791734465641,0.4387850387582912,0.5,0.500665535347732,0.250665978285031
XGBoost_grid_1_AutoML_1_20250818_202836_model_76,0.3857142857142858,0.7031089918718437,0.4362911010876699,0.5,0.5049490829569621,0.2549735763790769
XGBoost_grid_1_AutoML_1_20250818_202836_model_173,0.3857142857142858,0.6984962189230732,0.4362911010876699,0.5,0.502666107828838,0.252673215959793
XGBoost_grid_1_AutoML_1_20250818_202836_model_193,0.3857142857142858,0.7074776215039802,0.4362911010876699,0.5,0.5070755471132887,0.2571256104802411
XGBoost_grid_1_AutoML_1_20250818_202836_model_136,0.3857142857142858,0.6971071347536756,0.4362911010876699,0.5,0.5019753862476445,0.2519792883984719
XGBoost_grid_1_AutoML_1_20250818_202836_model_14,0.3857142857142858,0.703125783849915,0.4362911010876699,0.5,0.5049596714773368,0.2549842698184999
XGBoost_grid_1_AutoML_1_20250818_202836_model_153,0.3857142857142858,0.7165689635467378,0.4362911010876699,0.5,0.5115075124464448,0.2616399352891498
XGBoost_grid_1_AutoML_1_20250818_202836_model_6,0.3857142857142858,0.6965069539970444,0.4362911010876699,0.5,0.5016762570049603,0.2516790668425069
XGBoost_grid_1_AutoML_1_20250818_202836_model_192,0.3857142857142858,0.6956688147645971,0.4362911010876699,0.5,0.5012591334353262,0.2512607188523342
XGBoost_grid_1_AutoML_1_20250818_202836_model_150,0.3761904761904762,0.7137232715184711,0.4335048234818099,0.5,0.5099469176382748,0.2600458588087774
XGBoost_grid_1_AutoML_1_20250818_202836_model_172,0.3761904761904762,0.702760021964458,0.4335048234818099,0.5,0.5047789833831239,0.2548018220653
XGBoost_grid_1_AutoML_1_20250818_202836_model_161,0.3761904761904762,0.6974551412113208,0.4335048234818099,0.5,0.502148633282009,0.2521532499069895
XGBoost_grid_1_AutoML_1_20250818_202836_model_139,0.3761904761904762,0.7140207537419395,0.4335048234818099,0.5,0.5102880056172809,0.2603938486768621
XGBoost_grid_1_AutoML_1_20250818_202836_model_121,0.3761904761904762,0.7083062766056326,0.4335048234818099,0.5,0.5074899978802502,0.2575460979484963
XGBoost_grid_1_AutoML_1_20250818_202836_model_10,0.3761904761904762,0.7079016596211515,0.4335048234818099,0.5,0.5073052391987367,0.2573586057184874
XGBoost_grid_1_AutoML_1_20250818_202836_model_148,0.3761904761904762,0.7148672601601337,0.4335048234818099,0.5,0.5106926428612862,0.2608069754726453
XGBoost_grid_1_AutoML_1_20250818_202836_model_59,0.3761904761904762,0.7078995134822409,0.4335048234818099,0.5,0.5073041892230156,0.2573575404032212
XGBoost_grid_1_AutoML_1_20250818_202836_model_81,0.3761904761904762,0.7085939782042121,0.4335048234818099,0.5,0.5076413651038729,0.2576997555645236
XGBoost_grid_1_AutoML_1_20250818_202836_model_16,0.3761904761904762,0.7064596540081367,0.4335048234818099,0.5,0.5066004655892961,0.2566440317352915
XGBoost_grid_1_AutoML_1_20250818_202836_model_164,0.3761904761904762,0.6945686608784175,0.4335048234818099,0.5,0.5007101677264004,0.2507106720646
XGBoost_grid_1_AutoML_1_20250818_202836_model_185,0.3761904761904762,0.6977756184269068,0.4335048234818099,0.5,0.502308220215466,0.252313548096029
XGBoost_3_AutoML_1_20250818_202836,0.3761904761904762,0.7158267089602313,0.4335048234818099,0.5,0.5111590615830477,0.2612835862384619
XGBoost_grid_1_AutoML_1_20250818_202836_model_88,0.3761904761904762,0.7051873238787262,0.4335048234818099,0.5,0.5059696109262805,0.2560052471808916
XGBoost_grid_1_AutoML_1_20250818_202836_model_163,0.3761904761904762,0.7061767009117554,0.4335048234818099,0.5,0.5064593719794606,0.2565010954658295
XGBoost_grid_1_AutoML_1_20250818_202836_model_27,0.3761904761904762,0.7008201920463754,0.4335048234818099,0.5,0.5038183598199248,0.2538329396916393
XGBoost_grid_1_AutoML_1_20250818_202836_model_126,0.3761904761904762,0.7144234199378149,0.4335048234818099,0.5,0.5104638991904276,0.260573392376695
XGBoost_grid_1_AutoML_1_20250818_202836_model_171,0.3761904761904762,0.7061748429345998,0.4335048234818099,0.5,0.5064584603871861,0.256500172097759
XGBoost_grid_1_AutoML_1_20250818_202836_model_38,0.3761904761904762,0.7081135052906501,0.4335048234818099,0.5,0.507408960423059,0.2574638531176095
XGBoost_grid_1_AutoML_1_20250818_202836_model_141,0.3761904761904762,0.7059052656398614,0.4335048234818099,0.5,0.5063037803470297,0.2563435179936933
XGBoost_grid_1_AutoML_1_20250818_202836_model_174,0.3761904761904762,0.7073863984503923,0.4335048234818099,0.5,0.507036342702518,0.2570858528211452
XGBoost_grid_1_AutoML_1_20250818_202836_model_105,0.3761904761904762,0.7061767009117554,0.4335048234818099,0.5,0.5064593719794606,0.2565010954658295
XGBoost_grid_1_AutoML_1_20250818_202836_model_165,0.3761904761904762,0.7093620646289869,0.4335048234818099,0.5,0.5079972062179756,0.2580611615252684
XGBoost_grid_1_AutoML_1_20250818_202836_model_103,0.3761904761904762,0.7080778243998376,0.4335048234818099,0.5,0.5073914939632892,0.2574461281462985
XGBoost_grid_1_AutoML_1_20250818_202836_model_146,0.3761904761904762,0.6943471425216328,0.4335048234818099,0.5,0.5005995858499487,0.2505999453531402
XGBoost_grid_1_AutoML_1_20250818_202836_model_191,0.3761904761904762,0.7078995134822409,0.4335048234818099,0.5,0.5073041892230156,0.2573575404032212
XGBoost_grid_1_AutoML_1_20250818_202836_model_180,0.3761904761904762,0.7086759311426306,0.4335048234818099,0.5,0.5076506873094072,0.2577092203257136
XGBoost_grid_1_AutoML_1_20250818_202836_model_25,0.3761904761904762,0.6983525355510769,0.4335048234818099,0.5,0.5025950362525813,0.2526017704657334
XGBoost_grid_1_AutoML_1_20250818_202836_model_62,0.3761904761904762,0.6944970878376988,0.4335048234818099,0.5,0.5006744492652978,0.2506749041471093
XGBoost_grid_1_AutoML_1_20250818_202836_model_143,0.3761904761904762,0.714941380696634,0.4335048234818099,0.5,0.510726299223902,0.2608413527189427
XGBoost_grid_1_AutoML_1_20250818_202836_model_108,0.3761904761904762,0.7059027586261528,0.4335048234818099,0.5,0.5063107172069937,0.2563505423586604
XGBoost_grid_1_AutoML_1_20250818_202836_model_54,0.3761904761904762,0.6944636243351994,0.4335048234818099,0.5,0.5006577710181327,0.250658203680845
XGBoost_grid_1_AutoML_1_20250818_202836_model_1,0.3761904761904762,0.6990756556812178,0.4335048234818099,0.5,0.5029539656724333,0.2529626915856273
